Date,State,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3
2024-06-18,Punjab,Rupnagar,111.7,55.85,76.27,61.43,39.72,1.37,48.59
2024-07-03,Punjab,Rupnagar,99.0,23.93,99.0,38.55,53.27,0.69,67.91
2024-07-18,Punjab,Rupnagar,96.8,33.16,96.8,36.43,39.17,0.88,64.53
2024-08-02,Punjab,Rupnagar,80.9,29.0,80.9,35.66,20.48,0.55,40.51
2024-08-17,Punjab,Rupnagar,92.1,19.7,92.1,45.9,34.2,1.07,58.82
2024-09-01,Punjab,Rupnagar,81.9,29.04,81.9,31.46,26.71,0.71,49.31
2024-09-16,Punjab,Rupnagar,90.5,18.49,90.5,36.77,26.02,0.83,30.74
2024-10-01,Punjab,Rupnagar,94.6,26.86,94.6,44.27,51.48,1.12,41.41
2024-10-16,Punjab,Rupnagar,129.4,64.7,41.42,59.98,64.16,0.87,48.05
2024-10-31,Punjab,Rupnagar,189.9,94.95,153.91,90.55,177.21,2.48,65.98
2024-11-15,Punjab,Rupnagar,135.5,67.75,70.25,43.31,68.25,1.61,93.11
2024-11-30,Punjab,Rupnagar,114.1,57.05,73.63,43.9,59.53,0.77,78.0
2024-12-15,Punjab,Rupnagar,136.9,68.45,73.88,73.14,76.07,1.45,84.41
2024-12-30,Punjab,Rupnagar,137.6,68.8,92.93,60.15,35.91,1.57,89.96
2025-01-14,Punjab,Rupnagar,160.7,80.35,54.17,41.76,50.5,2.07,59.47
2025-01-29,Punjab,Rupnagar,150.8,75.4,80.22,40.01,62.79,0.97,68.25
2025-02-13,Punjab,Rupnagar,120.2,60.1,47.09,39.28,31.92,1.09,56.62
2025-02-28,Punjab,Rupnagar,73.3,25.84,73.3,35.83,34.11,0.99,37.26
2025-03-15,Punjab,Rupnagar,95.4,30.63,95.4,27.48,22.97,0.99,66.11
2021-01-01,Rajasthan,Ajmer,100.2,25.89,120.24,37.47,26.94,1.22,43.09
2021-01-16,Rajasthan,Ajmer,107.7,29.93,129.24,30.65,38.49,0.82,68.25
2021-01-31,Rajasthan,Ajmer,101.9,23.57,122.28,33.77,39.96,1.19,62.76
2021-02-15,Rajasthan,Ajmer,101.8,19.7,122.16,52.37,46.48,0.79,54.08
2021-03-02,Rajasthan,Ajmer,100.1,36.4,120.12,42.73,50.54,0.79,49.09
2021-03-17,Rajasthan,Ajmer,136.6,45.0,163.92,49.89,73.48,1.1,44.63
2021-04-01,Rajasthan,Ajmer,107.4,29.93,128.88,45.4,49.44,1.49,59.69
2021-04-16,Rajasthan,Ajmer,109.3,38.59,131.16,43.39,27.43,1.46,64.73
2021-05-01,Rajasthan,Ajmer,99.1,32.4,99.1,43.38,50.74,1.13,62.82
2021-05-16,Rajasthan,Ajmer,78.5,23.38,78.5,33.16,42.91,0.72,32.31
2021-05-31,Rajasthan,Ajmer,84.3,26.03,84.3,21.46,30.2,0.96,29.74
2021-06-15,Rajasthan,Ajmer,76.7,31.57,76.7,25.45,21.41,0.71,45.09
2021-06-30,Rajasthan,Ajmer,70.2,23.51,70.2,33.35,31.32,0.78,41.52
2021-07-15,Rajasthan,Ajmer,71.4,19.14,71.4,39.58,25.33,0.47,30.03
2021-07-30,Rajasthan,Ajmer,76.6,27.67,76.6,19.94,33.33,0.56,44.62
2021-08-14,Rajasthan,Ajmer,82.6,21.39,82.6,44.07,41.15,1.15,43.56
2021-08-29,Rajasthan,Ajmer,58.5,23.19,58.5,23.77,29.1,0.58,19.3
2021-09-13,Rajasthan,Ajmer,66.9,24.68,66.9,19.2,28.57,0.5,30.65
2021-09-28,Rajasthan,Ajmer,102.4,34.22,122.88,52.14,25.01,0.82,68.48
2021-10-13,Rajasthan,Ajmer,90.7,18.35,90.7,34.62,33.37,0.86,38.42
2021-10-28,Rajasthan,Ajmer,132.1,38.13,158.52,51.36,35.65,1.35,75.09
2021-11-12,Rajasthan,Ajmer,119.4,43.28,143.28,58.27,53.29,1.34,54.81
2021-11-27,Rajasthan,Ajmer,85.3,25.67,85.3,24.92,21.81,0.54,55.19
2021-12-12,Rajasthan,Ajmer,127.9,27.82,153.48,54.08,50.21,0.93,84.65
2021-12-27,Rajasthan,Ajmer,112.4,25.85,134.88,53.84,36.88,1.01,59.33
2022-01-11,Rajasthan,Ajmer,111.8,38.43,134.16,45.0,35.32,1.07,69.56
2022-01-26,Rajasthan,Ajmer,108.9,36.68,130.68,29.64,47.59,0.89,70.63
2022-02-10,Rajasthan,Ajmer,108.0,37.61,129.6,32.48,43.15,1.08,40.73
2022-02-25,Rajasthan,Ajmer,102.7,30.54,123.24,42.01,46.22,0.67,44.56
2022-03-12,Rajasthan,Ajmer,105.9,19.24,127.08,25.77,41.34,0.71,38.71
2022-03-27,Rajasthan,Ajmer,120.2,43.69,144.24,34.21,32.51,0.74,56.15
2022-04-11,Rajasthan,Ajmer,114.2,29.78,137.04,56.36,30.9,1.0,48.73
2022-04-26,Rajasthan,Ajmer,141.4,31.33,169.68,41.69,64.6,1.16,50.87
2022-05-11,Rajasthan,Ajmer,168.8,36.39,202.56,50.62,48.9,1.8,76.62
2022-05-26,Rajasthan,Ajmer,182.7,54.96,219.24,74.5,67.81,1.12,102.9
2022-06-10,Rajasthan,Ajmer,91.6,36.28,91.6,27.05,43.55,1.13,35.21
2022-06-25,Rajasthan,Ajmer,111.2,30.38,133.44,35.03,51.25,1.09,57.46
2022-07-10,Rajasthan,Ajmer,80.2,21.33,80.2,30.47,44.89,1.12,54.32
2022-07-25,Rajasthan,Ajmer,91.8,33.36,91.8,27.16,41.59,0.6,31.19
2022-08-09,Rajasthan,Ajmer,78.0,23.12,78.0,32.4,23.69,0.63,31.62
2022-08-24,Rajasthan,Ajmer,88.8,18.57,88.8,24.8,48.41,0.93,48.06
2022-09-08,Rajasthan,Ajmer,97.5,25.05,97.5,41.96,34.38,0.97,50.42
2022-09-23,Rajasthan,Ajmer,71.1,14.82,71.1,34.89,19.16,0.71,35.65
2022-10-08,Rajasthan,Ajmer,102.4,32.04,122.88,36.54,48.19,1.35,58.2
2022-10-23,Rajasthan,Ajmer,143.0,38.56,171.6,42.89,54.75,1.62,83.19
2022-11-07,Rajasthan,Ajmer,111.9,24.73,134.28,38.7,49.19,1.43,64.86
2022-11-22,Rajasthan,Ajmer,113.8,25.51,136.56,30.99,46.88,1.03,49.49
2022-12-07,Rajasthan,Ajmer,118.4,30.18,142.08,64.99,53.22,0.95,60.07
2022-12-22,Rajasthan,Ajmer,132.9,27.14,159.48,38.02,40.56,1.02,80.07
2023-01-06,Rajasthan,Ajmer,104.1,23.66,124.92,30.96,27.19,0.97,53.74
2023-01-21,Rajasthan,Ajmer,121.0,30.23,145.2,46.92,60.94,1.49,42.86
2023-02-05,Rajasthan,Ajmer,115.2,23.74,138.24,34.83,44.57,1.54,73.15
2023-02-20,Rajasthan,Ajmer,104.1,27.23,124.92,56.47,56.98,1.16,49.3
2023-03-07,Rajasthan,Ajmer,85.9,23.7,85.9,25.16,23.73,0.57,57.13
2023-03-22,Rajasthan,Ajmer,98.2,24.62,98.2,45.18,32.33,0.59,32.88
2023-04-06,Rajasthan,Ajmer,97.4,20.23,97.4,42.31,46.95,0.6,59.53
2023-04-21,Rajasthan,Ajmer,103.2,20.77,123.84,54.02,33.32,1.34,35.36
2023-05-06,Rajasthan,Ajmer,115.6,33.96,138.72,29.24,31.98,1.51,48.61
2023-05-21,Rajasthan,Ajmer,86.4,29.88,86.4,39.88,32.95,0.93,26.25
2023-06-05,Rajasthan,Ajmer,76.4,26.91,76.4,29.94,41.79,0.89,40.96
2023-06-20,Rajasthan,Ajmer,100.9,25.3,121.08,37.24,32.12,1.3,41.23
2023-07-05,Rajasthan,Ajmer,111.5,25.34,133.8,27.46,28.18,1.27,63.88
2023-07-20,Rajasthan,Ajmer,87.4,25.92,87.4,44.91,31.45,0.83,29.97
2023-08-04,Rajasthan,Ajmer,96.8,35.08,96.8,46.24,30.04,0.84,40.31
2023-08-19,Rajasthan,Ajmer,115.6,47.66,138.72,32.79,41.18,0.83,38.05
2023-09-03,Rajasthan,Ajmer,74.8,19.34,74.8,23.43,27.42,0.79,47.11
2023-09-18,Rajasthan,Ajmer,85.4,18.99,85.4,38.82,41.27,1.07,59.71
2023-10-03,Rajasthan,Ajmer,92.1,24.13,92.1,42.36,28.68,0.63,47.04
2023-10-18,Rajasthan,Ajmer,87.7,34.22,87.7,25.04,42.73,0.81,46.77
2023-11-02,Rajasthan,Ajmer,141.0,42.5,169.2,39.1,43.28,1.42,50.05
2023-11-17,Rajasthan,Ajmer,149.9,35.2,179.88,38.78,78.37,0.97,74.31
2023-12-02,Rajasthan,Ajmer,93.7,21.67,93.7,49.48,33.95,0.95,53.84
2023-12-17,Rajasthan,Ajmer,120.1,38.64,144.12,59.39,61.8,1.08,74.98
2024-01-01,Rajasthan,Ajmer,112.3,23.33,134.76,60.46,44.31,0.68,43.89
2024-01-16,Rajasthan,Ajmer,111.1,33.98,133.32,29.42,56.27,1.42,41.84
2024-01-31,Rajasthan,Ajmer,80.9,17.4,80.9,30.84,23.51,0.87,45.69
2024-02-15,Rajasthan,Ajmer,89.9,21.41,89.9,41.25,47.14,0.86,31.83
2024-03-01,Rajasthan,Ajmer,95.0,33.06,95.0,40.92,42.46,1.32,45.67
2024-03-16,Rajasthan,Ajmer,95.1,26.72,95.1,45.43,34.23,0.97,44.66
2024-03-31,Rajasthan,Ajmer,89.8,37.41,89.8,32.57,35.49,0.92,56.1
2024-04-15,Rajasthan,Ajmer,96.5,24.8,96.5,24.1,28.8,1.26,41.44
2024-04-30,Rajasthan,Ajmer,103.9,23.29,124.68,26.43,35.52,1.33,70.03
2024-05-15,Rajasthan,Ajmer,107.9,36.92,129.48,58.18,29.49,1.2,39.39
2024-05-30,Rajasthan,Ajmer,106.8,35.3,128.16,37.43,58.64,0.85,47.07
2024-06-14,Rajasthan,Ajmer,79.5,21.96,79.5,25.36,38.84,0.91,27.37
2024-06-29,Rajasthan,Ajmer,84.5,28.53,84.5,33.95,43.29,0.91,40.9
2024-07-14,Rajasthan,Ajmer,68.1,22.25,68.1,38.01,32.55,0.51,47.67
2024-07-29,Rajasthan,Ajmer,54.2,13.03,22.61,18.34,15.47,0.39,54.2
2024-08-13,Rajasthan,Ajmer,55.2,16.44,55.2,13.47,15.66,0.57,21.9
2024-08-28,Rajasthan,Ajmer,53.3,12.11,53.3,17.17,28.38,0.68,23.7
2024-09-12,Rajasthan,Ajmer,65.2,23.68,65.2,34.87,21.09,0.83,42.71
2024-09-27,Rajasthan,Ajmer,60.8,16.76,60.8,30.64,26.47,0.48,31.68
2024-10-12,Rajasthan,Ajmer,82.2,29.16,82.2,29.21,20.66,0.8,33.45
2024-10-27,Rajasthan,Ajmer,122.3,37.28,146.76,51.31,62.92,1.14,73.21
2024-11-11,Rajasthan,Ajmer,101.1,24.72,121.32,37.1,34.69,1.24,58.39
2024-11-26,Rajasthan,Ajmer,101.1,20.38,121.32,25.89,47.5,0.92,56.93
2024-12-11,Rajasthan,Ajmer,130.3,32.13,156.36,31.38,60.12,1.81,82.88
2024-12-26,Rajasthan,Ajmer,94.9,36.22,94.9,46.85,45.61,0.93,40.27
2025-01-10,Rajasthan,Ajmer,97.7,29.87,97.7,46.78,39.88,0.97,51.08
2025-01-25,Rajasthan,Ajmer,115.3,46.86,138.36,60.52,60.38,1.49,43.87
2025-02-09,Rajasthan,Ajmer,92.4,18.26,92.4,22.55,31.13,0.86,60.37
2025-02-24,Rajasthan,Ajmer,91.5,28.89,91.5,43.32,44.81,0.6,53.88
2025-03-11,Rajasthan,Ajmer,97.1,40.42,97.1,40.43,49.93,0.79,42.92
2025-03-26,Rajasthan,Ajmer,95.7,24.45,95.7,44.29,42.85,0.64,36.3
2021-01-01,Rajasthan,Alwar,102.3,18.85,122.76,32.3,54.4,0.62,44.43
2021-01-16,Rajasthan,Alwar,108.1,21.16,129.72,26.63,38.14,1.4,73.81
2021-01-31,Rajasthan,Alwar,100.6,28.49,120.72,55.87,48.51,0.99,55.99
2021-02-15,Rajasthan,Alwar,104.5,41.02,125.4,35.31,31.2,1.0,61.67
2021-03-02,Rajasthan,Alwar,97.3,19.72,97.3,26.31,31.94,1.04,41.73
2021-03-17,Rajasthan,Alwar,107.3,24.69,128.76,37.51,46.8,1.1,67.59
2021-04-01,Rajasthan,Alwar,89.2,25.54,89.2,30.27,41.27,0.72,48.3
2021-04-16,Rajasthan,Alwar,79.3,25.76,79.3,19.76,22.64,0.64,51.25
2021-05-01,Rajasthan,Alwar,65.5,21.69,65.5,36.54,20.5,0.69,38.92
2021-05-16,Rajasthan,Alwar,62.3,15.35,62.3,30.37,30.36,0.74,32.09
2021-05-31,Rajasthan,Alwar,68.3,18.38,68.3,32.59,33.14,0.77,30.64
2021-06-15,Rajasthan,Alwar,74.4,14.77,74.4,23.9,21.19,0.74,37.81
2021-06-30,Rajasthan,Alwar,68.3,22.81,68.3,30.96,34.16,0.68,46.26
2021-07-15,Rajasthan,Alwar,92.3,21.91,92.3,27.54,41.72,0.87,35.38
2021-07-30,Rajasthan,Alwar,63.5,14.31,63.5,34.74,18.23,0.46,24.66
2021-08-14,Rajasthan,Alwar,84.1,32.19,84.1,21.25,44.65,0.91,55.7
2021-08-29,Rajasthan,Alwar,69.7,28.54,69.7,36.35,32.44,0.94,46.03
2021-09-13,Rajasthan,Alwar,58.0,10.84,58.0,16.81,21.18,0.61,23.05
2021-09-28,Rajasthan,Alwar,66.8,24.21,66.8,29.83,31.53,0.89,24.85
2021-10-13,Rajasthan,Alwar,76.6,18.05,76.6,39.46,31.04,0.77,42.55
2021-10-28,Rajasthan,Alwar,145.7,47.03,174.84,62.83,38.08,1.92,64.66
2021-11-12,Rajasthan,Alwar,126.2,42.58,151.44,41.99,33.11,0.79,51.91
2021-11-27,Rajasthan,Alwar,102.6,28.06,123.12,39.31,27.28,0.73,70.07
2021-12-12,Rajasthan,Alwar,128.4,26.62,154.08,36.34,67.49,1.45,50.87
2021-12-27,Rajasthan,Alwar,107.6,40.68,129.12,35.05,27.24,1.47,63.42
2022-01-11,Rajasthan,Alwar,88.9,31.34,88.9,26.2,40.1,0.84,34.14
2022-01-26,Rajasthan,Alwar,88.7,37.09,88.7,41.33,41.16,0.96,56.0
2022-02-10,Rajasthan,Alwar,85.5,28.28,85.5,22.24,33.83,0.78,45.51
2022-02-25,Rajasthan,Alwar,79.7,18.77,79.7,40.59,41.8,0.74,45.37
2022-03-12,Rajasthan,Alwar,100.5,36.74,120.6,39.9,27.4,1.29,50.18
2022-03-27,Rajasthan,Alwar,99.9,23.21,99.9,25.02,46.27,1.24,34.68
2022-04-11,Rajasthan,Alwar,106.7,39.67,128.04,49.01,46.52,1.22,61.76
2022-04-26,Rajasthan,Alwar,107.3,36.9,128.76,51.14,45.7,1.17,45.51
2022-05-11,Rajasthan,Alwar,112.1,28.87,134.52,42.55,48.13,1.5,38.31
2022-05-26,Rajasthan,Alwar,115.9,47.04,139.08,30.09,45.89,1.23,44.87
2022-06-10,Rajasthan,Alwar,81.1,21.97,81.1,25.36,38.06,0.93,47.18
2022-06-25,Rajasthan,Alwar,81.0,30.87,81.0,35.31,22.28,0.87,38.35
2022-07-10,Rajasthan,Alwar,65.4,14.44,65.4,27.58,32.07,0.41,41.18
2022-07-25,Rajasthan,Alwar,59.4,10.94,31.52,47.52,19.77,0.67,23.15
2022-08-09,Rajasthan,Alwar,56.6,20.24,56.6,24.29,19.93,0.51,32.23
2022-08-24,Rajasthan,Alwar,71.8,26.87,71.8,39.16,23.24,0.85,41.79
2022-09-08,Rajasthan,Alwar,91.6,21.78,91.6,26.44,46.66,0.76,49.15
2022-09-23,Rajasthan,Alwar,70.3,26.52,70.3,27.98,28.35,0.48,44.65
2022-10-08,Rajasthan,Alwar,71.5,26.89,71.5,22.04,26.69,0.91,32.46
2022-10-23,Rajasthan,Alwar,144.2,44.46,173.04,46.37,60.89,1.72,100.88
2022-11-07,Rajasthan,Alwar,98.3,39.72,98.3,39.8,25.51,0.87,38.16
2022-11-22,Rajasthan,Alwar,102.7,22.27,123.24,44.72,40.27,1.01,41.85
2022-12-07,Rajasthan,Alwar,91.3,36.94,91.3,32.27,25.86,0.99,53.79
2022-12-22,Rajasthan,Alwar,135.5,53.18,162.6,42.42,69.26,1.35,46.68
2023-01-06,Rajasthan,Alwar,145.1,56.76,174.12,80.67,70.12,1.01,55.1
2023-01-21,Rajasthan,Alwar,101.6,18.34,121.92,51.94,38.33,1.32,42.66
2023-02-05,Rajasthan,Alwar,89.1,23.16,89.1,24.3,29.45,1.09,50.82
2023-02-20,Rajasthan,Alwar,86.8,20.88,86.8,22.83,29.8,0.8,31.97
2023-03-07,Rajasthan,Alwar,76.5,24.69,76.5,30.55,29.26,0.83,41.56
2023-03-22,Rajasthan,Alwar,67.4,17.23,67.4,24.85,37.59,0.49,37.51
2023-04-06,Rajasthan,Alwar,81.5,22.19,81.5,35.64,42.19,1.1,38.58
2023-04-21,Rajasthan,Alwar,71.5,21.4,71.5,25.18,22.99,0.63,44.3
2023-05-06,Rajasthan,Alwar,80.7,18.52,80.7,28.02,42.51,1.05,50.92
2023-05-21,Rajasthan,Alwar,65.2,13.71,65.2,33.58,23.7,0.43,19.69
2023-06-05,Rajasthan,Alwar,83.9,34.0,83.9,46.63,44.96,0.88,37.74
2023-06-20,Rajasthan,Alwar,79.2,14.46,79.2,40.51,36.18,1.0,29.09
2023-07-05,Rajasthan,Alwar,75.7,17.92,75.7,30.09,21.69,0.61,45.02
2023-07-20,Rajasthan,Alwar,59.3,13.77,34.57,18.87,14.3,0.8,59.3
2023-08-04,Rajasthan,Alwar,72.3,23.31,72.3,28.37,36.72,0.45,32.46
2023-08-19,Rajasthan,Alwar,76.1,28.85,76.1,20.73,20.14,0.71,34.4
2023-09-03,Rajasthan,Alwar,57.8,11.48,57.8,28.23,21.5,0.45,36.97
2023-09-18,Rajasthan,Alwar,68.8,19.83,68.8,17.19,17.7,0.92,39.6
2023-10-03,Rajasthan,Alwar,83.7,33.78,83.7,46.47,43.51,0.84,40.37
2023-10-18,Rajasthan,Alwar,97.3,32.85,97.3,52.31,36.3,1.17,62.36
2023-11-02,Rajasthan,Alwar,183.2,59.15,219.84,72.67,162.39,1.3,99.72
2023-11-17,Rajasthan,Alwar,179.8,47.23,215.76,50.88,53.53,1.57,114.58
2023-12-02,Rajasthan,Alwar,101.3,24.89,121.56,29.29,55.03,0.87,53.2
2023-12-17,Rajasthan,Alwar,124.7,26.72,149.64,40.97,59.31,1.61,82.72
2024-01-01,Rajasthan,Alwar,114.9,26.39,137.88,54.03,43.04,1.49,79.45
2024-01-16,Rajasthan,Alwar,128.5,27.3,154.2,53.29,60.02,1.3,77.75
2024-01-31,Rajasthan,Alwar,95.6,20.97,95.6,37.18,33.41,0.82,30.35
2024-02-15,Rajasthan,Alwar,85.1,22.99,85.1,41.61,20.87,1.02,29.94
2024-03-01,Rajasthan,Alwar,77.5,30.97,77.5,18.71,30.42,0.52,46.18
2024-03-16,Rajasthan,Alwar,87.2,35.05,87.2,26.91,31.71,0.65,56.31
2024-03-31,Rajasthan,Alwar,87.3,16.85,87.3,24.18,45.11,0.58,41.01
2024-04-15,Rajasthan,Alwar,87.3,31.02,87.3,45.36,21.42,0.72,37.04
2024-04-30,Rajasthan,Alwar,100.9,28.26,121.08,26.2,38.51,0.87,35.6
2024-05-15,Rajasthan,Alwar,98.4,33.12,98.4,49.81,26.09,1.22,33.19
2024-05-30,Rajasthan,Alwar,112.1,26.13,134.52,43.89,62.1,1.47,40.26
2024-06-14,Rajasthan,Alwar,75.8,27.27,75.8,24.29,20.15,0.66,27.72
2024-06-29,Rajasthan,Alwar,65.1,23.17,65.1,33.71,36.28,0.5,38.29
2024-07-14,Rajasthan,Alwar,71.7,22.85,71.7,21.88,37.93,0.64,48.96
2024-07-29,Rajasthan,Alwar,58.2,10.81,28.11,14.31,30.11,0.42,58.2
2024-08-13,Rajasthan,Alwar,48.5,11.58,48.5,23.18,25.7,0.61,17.06
2024-08-28,Rajasthan,Alwar,45.6,9.42,45.6,24.5,16.69,0.28,19.39
2024-09-12,Rajasthan,Alwar,60.6,21.11,60.6,19.99,30.59,0.78,31.54
2024-09-27,Rajasthan,Alwar,64.6,21.33,64.6,25.79,24.18,0.62,37.89
2024-10-12,Rajasthan,Alwar,90.2,19.01,90.2,46.12,34.37,1.16,53.59
2024-10-27,Rajasthan,Alwar,119.9,47.61,143.88,63.98,32.03,1.34,69.3
2024-11-11,Rajasthan,Alwar,121.7,38.91,146.04,61.82,64.19,1.62,67.48
2024-11-26,Rajasthan,Alwar,93.0,17.66,93.0,42.4,24.42,0.65,56.5
2024-12-11,Rajasthan,Alwar,109.8,25.81,131.76,55.78,56.73,1.4,61.62
2024-12-26,Rajasthan,Alwar,105.2,19.91,126.24,54.18,51.88,1.12,38.14
2025-01-10,Rajasthan,Alwar,94.4,20.22,94.4,44.84,24.22,0.66,31.92
2025-01-25,Rajasthan,Alwar,88.6,18.31,88.6,33.04,45.22,0.89,28.09
2025-02-09,Rajasthan,Alwar,77.4,28.48,77.4,42.4,34.23,0.65,44.23
2025-02-24,Rajasthan,Alwar,76.3,31.94,76.3,21.11,25.65,0.56,37.85
2025-03-11,Rajasthan,Alwar,70.3,27.44,70.3,33.24,38.03,0.66,24.26
2025-03-26,Rajasthan,Alwar,79.3,31.37,79.3,35.13,43.16,0.48,32.4
2023-03-01,Rajasthan,Banswara,139.5,55.76,167.4,54.31,46.31,1.08,73.24
2023-03-16,Rajasthan,Banswara,122.5,47.62,147.0,37.06,57.86,1.43,46.62
2023-03-31,Rajasthan,Banswara,140.3,28.56,168.36,45.65,44.17,0.9,82.04
2023-04-15,Rajasthan,Banswara,131.6,50.26,157.92,41.2,39.45,0.8,64.92
2023-04-30,Rajasthan,Banswara,110.2,40.92,132.24,45.46,48.54,1.08,48.9
2023-05-15,Rajasthan,Banswara,105.3,42.2,126.36,50.05,29.23,1.35,67.6
2023-05-30,Rajasthan,Banswara,99.9,36.62,99.9,30.84,31.02,1.32,41.01
2023-06-14,Rajasthan,Banswara,136.0,42.76,163.2,34.28,52.8,1.57,54.39
2023-06-29,Rajasthan,Banswara,76.2,16.06,76.2,29.38,25.87,0.56,31.21
2023-07-14,Rajasthan,Banswara,78.5,23.68,78.5,32.6,36.72,0.63,43.8
2023-07-29,Rajasthan,Banswara,77.8,18.56,77.8,21.49,35.08,0.71,46.1
2023-08-13,Rajasthan,Banswara,88.8,18.1,88.8,31.93,43.72,0.66,49.6
2023-08-28,Rajasthan,Banswara,92.9,29.17,92.9,31.73,50.57,1.26,32.88
2023-09-12,Rajasthan,Banswara,76.4,27.71,76.4,35.19,29.92,0.96,42.03
2023-09-27,Rajasthan,Banswara,115.3,39.43,138.36,29.78,45.82,1.57,74.58
2023-10-12,Rajasthan,Banswara,98.2,28.56,98.2,29.46,33.9,0.69,35.7
2023-10-27,Rajasthan,Banswara,129.0,29.14,154.8,68.34,50.57,0.91,53.58
2023-11-11,Rajasthan,Banswara,171.9,56.36,206.28,94.25,63.12,1.28,62.41
2023-11-26,Rajasthan,Banswara,163.5,53.17,196.2,88.08,158.55,1.41,61.85
2023-12-11,Rajasthan,Banswara,126.5,38.17,151.8,38.99,69.57,1.56,69.43
2023-12-26,Rajasthan,Banswara,215.4,107.7,66.86,87.85,166.04,1.39,94.03
2024-01-10,Rajasthan,Banswara,141.3,39.2,169.56,36.69,70.97,1.51,90.28
2024-01-25,Rajasthan,Banswara,133.6,49.68,160.32,49.14,39.26,1.32,75.34
2024-02-09,Rajasthan,Banswara,100.2,35.74,120.24,39.29,35.85,1.1,34.7
2024-02-24,Rajasthan,Banswara,98.1,29.99,98.1,48.04,43.89,0.64,55.6
2024-03-10,Rajasthan,Banswara,138.9,53.85,166.68,53.5,34.53,1.61,56.44
2024-03-25,Rajasthan,Banswara,152.9,50.87,183.48,72.45,67.52,1.04,60.03
2024-04-09,Rajasthan,Banswara,120.8,38.6,144.96,48.61,48.06,0.86,74.92
2024-04-24,Rajasthan,Banswara,144.5,27.59,173.4,57.06,37.3,1.48,47.89
2024-05-09,Rajasthan,Banswara,215.4,68.12,258.48,59.65,153.84,2.12,119.16
2024-05-24,Rajasthan,Banswara,171.0,58.48,205.2,70.98,151.29,1.99,108.29
2024-06-08,Rajasthan,Banswara,94.1,30.96,94.1,29.07,45.26,0.77,52.07
2024-06-23,Rajasthan,Banswara,63.7,17.39,63.7,33.15,35.37,0.71,26.67
2024-07-08,Rajasthan,Banswara,58.2,16.36,30.8,18.5,19.8,0.74,58.2
2024-07-23,Rajasthan,Banswara,51.3,19.3,22.58,25.81,15.38,0.4,51.3
2024-08-07,Rajasthan,Banswara,68.5,28.3,68.5,30.36,30.52,0.83,27.99
2024-08-22,Rajasthan,Banswara,61.6,18.99,61.6,16.13,33.7,0.56,37.48
2024-09-06,Rajasthan,Banswara,91.5,19.91,91.5,37.22,24.5,0.71,52.84
2024-09-21,Rajasthan,Banswara,57.5,14.76,57.5,14.52,27.19,0.57,35.25
2024-10-06,Rajasthan,Banswara,90.5,24.14,90.5,44.72,44.23,0.77,28.69
2024-10-21,Rajasthan,Banswara,104.4,41.51,125.28,37.27,31.8,1.23,70.73
2024-11-05,Rajasthan,Banswara,161.4,34.86,193.68,76.96,78.98,1.12,70.83
2024-11-20,Rajasthan,Banswara,155.5,45.57,186.6,54.84,53.65,1.87,64.14
2024-12-05,Rajasthan,Banswara,130.2,27.79,156.24,35.58,43.51,0.89,66.71
2024-12-20,Rajasthan,Banswara,152.9,50.46,183.48,67.42,59.67,1.24,50.95
2025-01-04,Rajasthan,Banswara,101.3,18.81,121.56,31.41,37.96,1.15,42.86
2025-01-19,Rajasthan,Banswara,111.8,40.2,134.16,28.26,42.89,0.73,36.85
2025-02-03,Rajasthan,Banswara,133.3,31.36,159.96,34.93,59.77,0.91,75.72
2025-02-18,Rajasthan,Banswara,128.9,33.42,154.68,68.6,52.29,1.8,60.98
2025-03-05,Rajasthan,Banswara,111.3,28.7,133.56,56.42,34.01,1.36,77.08
2025-03-20,Rajasthan,Banswara,127.3,44.77,152.76,64.28,31.35,1.72,52.3
2023-05-16,Rajasthan,Baran,87.2,30.92,87.2,24.19,27.3,1.13,44.27
2023-05-31,Rajasthan,Baran,93.3,20.6,93.3,50.68,40.4,1.0,43.58
2023-06-15,Rajasthan,Baran,80.4,23.7,80.4,23.69,40.24,0.91,30.78
2023-06-30,Rajasthan,Baran,87.4,18.27,87.4,48.88,42.49,1.17,34.1
2023-07-15,Rajasthan,Baran,123.0,41.82,147.6,56.32,68.73,1.51,42.18
2023-07-30,Rajasthan,Baran,94.7,25.07,94.7,40.45,44.7,1.1,60.67
2023-08-14,Rajasthan,Baran,116.1,31.83,139.32,58.92,39.9,1.59,39.22
2023-08-29,Rajasthan,Baran,87.5,28.34,87.5,44.05,35.52,0.64,42.82
2023-09-13,Rajasthan,Baran,60.0,19.6,60.0,26.08,17.57,0.81,35.7
2023-09-28,Rajasthan,Baran,139.0,38.89,166.8,69.83,59.55,1.36,45.39
2023-10-13,Rajasthan,Baran,129.9,25.1,155.88,40.92,56.85,1.79,65.66
2023-10-28,Rajasthan,Baran,168.6,36.84,202.32,68.51,43.81,1.58,80.65
2023-11-12,Rajasthan,Baran,212.0,106.0,137.86,106.33,179.22,2.19,104.98
2023-11-27,Rajasthan,Baran,160.5,29.46,192.6,43.41,65.61,2.09,51.69
2023-12-12,Rajasthan,Baran,155.7,39.48,186.84,57.42,70.17,1.39,91.78
2023-12-27,Rajasthan,Baran,179.8,58.26,215.76,100.28,49.56,2.03,116.83
2024-01-11,Rajasthan,Baran,109.1,20.64,130.92,42.68,51.79,0.81,53.5
